CaptureNumber,BIFLUXS,ARRIVAL_TIME_PACKET,PACKET_SIZE,ARRIVAL_TIME_MSG,SIZE_MESSAGE
c1,10.215.173.1-13.83.65.43,0.005011081695556641,133,0.00016427040100097656,93
c1,10.215.173.1-13.83.65.43,0.003287076950073242,133,0.00011014938354492188,93
c1,13.83.65.43-10.215.173.1,0.008388996124267578,266,0.00011134147644042969,226
c1,13.83.65.43-10.215.173.1,8.58306884765625e-05,266,0.00011372566223144531,226
c1,10.215.173.1-13.83.65.43,0.0014851093292236328,1500,0.00012874603271484375,1460
c1,10.215.173.1-13.83.65.43,0.0003230571746826172,1334,0.0001308917999267578,1294
c1,10.215.173.1-13.83.65.43,0.0014178752899169922,1500,0.00012183189392089844,1460
c1,10.215.173.1-13.83.65.43,0.0003101825714111328,1384,0.00012421607971191406,1344
c1,13.83.65.43-10.215.173.1,0.21427392959594727,497,0.00013113021850585938,457
c1,13.83.65.43-10.215.173.1,0.009804010391235352,1188,0.00012063980102539062,1148
c1,52.232.209.85-10.215.173.1,0.09108996391296387,1320,0.00012826919555664062,1280
c1,10.215.173.1-52.232.209.85,0.0076999664306640625,133,0.00011706352233886719,93
c1,52.232.209.85-10.215.173.1,0.0035400390625,282,0.00010609626770019531,242
c1,10.215.173.1-52.232.209.85,0.00018787384033203125,888,0.0001270771026611328,848
c1,52.232.209.85-10.215.173.1,0.5895891189575195,386,0.00011777877807617188,346
c1,10.215.173.1-13.83.65.43,0.8755950927734375,1500,0.0001251697540283203,1460
c1,10.215.173.1-13.83.65.43,0.0008859634399414062,1260,0.00012874603271484375,1220
c1,10.215.173.1-13.83.65.43,0.0021669864654541016,1500,0.00012302398681640625,1460
c1,10.215.173.1-13.83.65.43,0.00029587745666503906,1061,0.00011920928955078125,1021
c1,10.215.173.1-13.83.65.43,0.011240005493164062,1500,0.00012540817260742188,1460
c1,10.215.173.1-13.83.65.43,0.0002751350402832031,990,0.0001239776611328125,950
c1,10.215.173.1-52.113.199.175,0.14696192741394043,222,0.00011277198791503906,182
c1,13.83.65.43-10.215.173.1,0.04294109344482422,688,0.00012636184692382812,648
c1,10.215.173.1-13.83.65.43,0.0048618316650390625,1500,0.00012493133544921875,1460
c1,10.215.173.1-13.83.65.43,0.00030303001403808594,1080,0.00012230873107910156,1040
c1,13.83.65.43-10.215.173.1,0.015486955642700195,877,0.0001671314239501953,837
c1,10.215.173.1-13.83.65.43,0.014620065689086914,557,0.0001354217529296875,517
c1,52.113.199.175-10.215.173.1,0.019607067108154297,1233,0.00012564659118652344,1193
c1,10.215.173.1-52.113.199.175,0.010464906692504883,133,0.00011205673217773438,93
c1,52.113.199.175-10.215.173.1,0.004032135009765625,266,0.0001652240753173828,226
c1,10.215.173.1-52.113.199.175,0.0016298294067382812,1021,0.00013208389282226562,981
c1,10.215.173.1-13.83.65.43,0.04646015167236328,557,0.00011324882507324219,517
c1,52.113.199.175-10.215.173.1,0.030210018157958984,335,0.00011920928955078125,295
c1,13.83.65.43-10.215.173.1,0.1360158920288086,894,0.00011968612670898438,854
c1,13.83.65.43-10.215.173.1,0.1380620002746582,1416,0.000133514404296875,1376
c1,10.215.173.1-13.83.65.43,0.00896906852722168,133,0.00011038780212402344,93
c1,13.83.65.43-10.215.173.1,0.0033409595489501953,266,0.00011467933654785156,226
c1,10.215.173.1-13.83.65.43,0.001447916030883789,1500,0.000125885009765625,1460
c1,10.215.173.1-13.83.65.43,0.0004131793975830078,1127,0.0001289844512939453,1087
c1,13.83.65.43-10.215.173.1,0.06453990936279297,1416,0.0001239776611328125,1376
c1,10.215.173.1-13.83.65.43,0.008675098419189453,133,0.00010800361633300781,93
c1,13.83.65.43-10.215.173.1,0.0029599666595458984,266,0.00012183189392089844,226
c1,10.215.173.1-13.83.65.43,0.0014178752899169922,1500,0.00012373924255371094,1460
c1,10.215.173.1-13.83.65.43,0.00029015541076660156,1405,0.00012803077697753906,1365
c1,13.83.65.43-10.215.173.1,0.023392915725708008,1116,0.00012421607971191406,1076
c1,10.215.173.1-52.97.186.114,0.13296294212341309,106,0.00010561943054199219,66
c1,13.83.65.43-10.215.173.1,0.04433107376098633,307,0.000118255615234375,267
c1,13.83.65.43-10.215.173.1,0.023747920989990234,905,0.00011754035949707031,865
c1,52.97.186.114-10.215.173.1,0.025385141372680664,232,0.00011539459228515625,192
c1,10.215.173.1-13.83.65.43,0.0040209293365478516,71,0.00011396408081054688,31
c1,10.215.173.1-40.127.110.237,0.4974548816680908,225,0.00011730194091796875,185
c1,40.127.110.237-10.215.173.1,0.12311720848083496,1479,0.00012564659118652344,1439
c1,10.215.173.1-40.127.110.237,0.00751495361328125,133,0.00011181831359863281,93
c1,10.215.173.1-40.127.110.237,0.0010898113250732422,93,0.00010538101196289062,53
c1,10.215.173.1-40.127.110.237,0.0003452301025390625,126,0.00011467933654785156,86
c1,10.215.173.1-40.127.110.237,0.001399993896484375,666,0.00012040138244628906,626
c1,40.127.110.237-10.215.173.1,0.0013239383697509766,266,0.00011277198791503906,226
c1,40.127.110.237-10.215.173.1,0.0013630390167236328,120,0.00014543533325195312,80
c1,40.127.110.237-10.215.173.1,0.0005209445953369141,78,0.00010848045349121094,38
c1,10.215.173.1-40.127.110.237,0.0024368762969970703,78,0.00010824203491210938,38
c1,40.127.110.237-10.215.173.1,0.05606698989868164,415,0.00012493133544921875,375
c1,10.215.173.1-13.83.65.43,0.002129077911376953,71,0.00010752677917480469,31
c1,10.215.173.1-13.83.65.43,0.015301942825317383,1500,0.00012564659118652344,1460
c1,10.215.173.1-13.83.65.43,0.0008339881896972656,1138,0.00012636184692382812,1098
c1,13.83.65.43-10.215.173.1,0.20025205612182617,1061,0.00012111663818359375,1021
c1,10.215.173.1-13.83.65.43,0.399367094039917,1500,0.00012564659118652344,1460
c1,10.215.173.1-13.83.65.43,0.0007989406585693359,1134,0.00012230873107910156,1094
c1,10.215.173.1-52.113.199.175,0.08876609802246094,1021,0.00012087821960449219,981
c1,10.215.173.1-68.232.34.200,0.06702780723571777,238,0.00011920928955078125,198
c1,52.113.199.175-10.215.173.1,0.001524209976196289,335,0.00011014938354492188,295
c1,10.215.173.1-13.83.65.43,0.02107977867126465,1500,0.00012421607971191406,1460
c1,10.215.173.1-13.83.65.43,0.0003631114959716797,1138,0.0001266002655029297,1098
c1,10.215.173.1-13.83.65.43,0.0394129753112793,1500,0.0001277923583984375,1460
c1,10.215.173.1-13.83.65.43,0.0002989768981933594,1031,0.0001227855682373047,991
c1,68.232.34.200-10.215.173.1,0.001714944839477539,1500,0.00013494491577148438,1460
c1,68.232.34.200-10.215.173.1,0.0009620189666748047,805,0.00011801719665527344,765
c1,10.215.173.1-68.232.34.200,0.008262157440185547,133,0.00011587142944335938,93
c1,10.215.173.1-68.232.34.200,0.0028100013732910156,93,0.0001087188720703125,53
c1,10.215.173.1-68.232.34.200,0.0005838871002197266,84,0.00010514259338378906,44
c1,68.232.34.200-10.215.173.1,0.0005381107330322266,266,0.0001266002655029297,226
c1,10.215.173.1-68.232.34.200,4.601478576660156e-05,82,0.00010991096496582031,42
c1,68.232.34.200-10.215.173.1,0.0004818439483642578,120,0.00010752677917480469,80
c1,10.215.173.1-68.232.34.200,0.0006351470947265625,286,0.00011372566223144531,246
c1,68.232.34.200-10.215.173.1,0.0006818771362304688,78,0.00010991096496582031,38
c1,10.215.173.1-68.232.34.200,0.0015299320220947266,78,0.00011658668518066406,38
c1,68.232.34.200-10.215.173.1,0.02508711814880371,521,0.00011444091796875,481
c1,13.83.65.43-10.215.173.1,0.11264491081237793,605,0.000118255615234375,565
c1,13.83.65.43-10.215.173.1,0.020051002502441406,307,0.00010943412780761719,267
c1,13.83.65.43-10.215.173.1,0.01884007453918457,594,0.00014901161193847656,554
c1,10.215.173.1-52.97.186.114,0.10688304901123047,71,0.00011992454528808594,31
c1,10.215.173.1-13.83.65.43,0.30185699462890625,1500,0.00012540817260742188,1460
c1,10.215.173.1-13.83.65.43,0.00029206275939941406,1056,0.00012564659118652344,1016
c1,10.215.173.1-204.79.197.200,0.0021948814392089844,217,0.00011491775512695312,177
c1,204.79.197.200-10.215.173.1,0.04802203178405762,1500,0.0001227855682373047,1460
c1,204.79.197.200-10.215.173.1,0.0005888938903808594,1129,0.0001316070556640625,1089
c1,10.215.173.1-204.79.197.200,0.007554054260253906,133,0.000110626220703125,93
c1,10.215.173.1-204.79.197.200,0.0004191398620605469,93,0.00010919570922851562,53
c1,10.215.173.1-204.79.197.200,0.00023984909057617188,126,0.00011086463928222656,86
c1,204.79.197.200-10.215.173.1,0.0019140243530273438,266,0.00011706352233886719,226
c1,204.79.197.200-10.215.173.1,0.000823974609375,158,0.00010585784912109375,118
c1,10.215.173.1-204.79.197.200,4.9114227294921875e-05,222,0.0001285076141357422,182
c1,10.215.173.1-204.79.197.200,0.0012638568878173828,78,0.00010991096496582031,38
c1,204.79.197.200-10.215.173.1,0.07378411293029785,1500,0.0001246929168701172,1460
c1,204.79.197.200-10.215.173.1,0.00015497207641601562,426,0.00011348724365234375,386
c1,10.215.173.1-13.83.65.43,0.01778888702392578,1500,0.0001919269561767578,1460
c1,10.215.173.1-13.83.65.43,0.0003712177276611328,1138,0.0001270771026611328,1098
c1,13.83.65.43-10.215.173.1,0.04680991172790527,380,0.00012493133544921875,340
c1,13.83.65.43-10.215.173.1,0.00046896934509277344,378,0.00011348724365234375,338
c1,10.215.173.1-40.114.211.99,0.653156042098999,235,0.00010442733764648438,195
c1,40.114.211.99-10.215.173.1,0.09390401840209961,1253,0.00012969970703125,1213
c1,10.215.173.1-40.114.211.99,0.03235197067260742,133,0.0001087188720703125,93
c1,40.114.211.99-10.215.173.1,0.004967927932739258,346,0.00011587142944335938,306
c1,10.215.173.1-40.114.211.99,0.0008871555328369141,93,0.00011157989501953125,53
c1,10.215.173.1-40.114.211.99,0.0006117820739746094,84,0.00011181831359863281,44
c1,10.215.173.1-40.114.211.99,0.0005412101745605469,82,0.00010538101196289062,42
c1,10.215.173.1-40.114.211.99,0.0020978450775146484,892,0.00012803077697753906,852
c1,40.114.211.99-10.215.173.1,0.00038909912109375,78,0.00010943412780761719,38
c1,10.215.173.1-40.114.211.99,0.05596590042114258,78,0.000110626220703125,38
c1,40.114.211.99-10.215.173.1,0.1024179458618164,817,0.00011777877807617188,777
c1,40.114.211.99-10.215.173.1,0.00731205940246582,78,0.00010800361633300781,38
c1,10.215.173.1-40.127.110.237,0.006270170211791992,71,0.00014638900756835938,31
c1,10.215.173.1-52.113.199.175,0.3779439926147461,1021,0.000133514404296875,981
c1,52.113.199.175-10.215.173.1,0.06564092636108398,335,0.00012612342834472656,295
c1,10.215.173.1-13.83.65.43,2.6335370540618896,1500,0.000125885009765625,1460
c1,10.215.173.1-13.83.65.43,0.0012137889862060547,1159,0.00011873245239257812,1119
c1,10.215.173.1-52.113.199.175,0.16271018981933594,1021,0.00012612342834472656,981
c1,13.83.65.43-10.215.173.1,0.042340993881225586,390,0.00012087821960449219,350
c1,13.83.65.43-10.215.173.1,0.0013499259948730469,380,0.000110626220703125,340
c1,13.83.65.43-10.215.173.1,0.004693031311035156,620,0.00011849403381347656,580
c1,10.215.173.1-13.83.65.43,0.006187915802001953,71,0.0001049041748046875,31
c1,52.113.199.175-10.215.173.1,0.01822209358215332,335,0.00010991096496582031,295
c1,10.215.173.1-13.83.65.43,0.15312886238098145,1500,0.00013899803161621094,1460
c1,10.215.173.1-13.83.65.43,0.0027420520782470703,1299,0.00012373924255371094,1259
c1,13.83.65.43-10.215.173.1,0.20937800407409668,566,0.0001125335693359375,526
c1,10.215.173.1-51.140.202.63,0.09126901626586914,347,0.00011682510375976562,307
c1,51.140.202.63-10.215.173.1,0.11148214340209961,1435,0.00012302398681640625,1395
c1,10.215.173.1-51.140.202.63,0.01817488670349121,120,0.00011920928955078125,80
c1,10.215.173.1-51.140.202.63,0.0005600452423095703,1413,0.0001246929168701172,1373
c1,51.140.202.63-10.215.173.1,0.003103017807006836,518,0.00011348724365234375,478
c1,51.140.202.63-10.215.173.1,0.0528719425201416,418,0.000118255615234375,378
c1,51.140.202.63-10.215.173.1,0.002981901168823242,67,0.00010752677917480469,27
c1,51.140.202.63-10.215.173.1,0.001558065414428711,806,0.00011396408081054688,766
c1,10.215.173.1-13.83.65.43,0.09670305252075195,1500,0.0001304149627685547,1460
c1,10.215.173.1-13.83.65.43,0.00034689903259277344,1138,0.00013303756713867188,1098
c1,10.215.173.1-52.113.199.175,0.1917891502380371,222,0.00010728836059570312,182
c1,52.113.199.175-10.215.173.1,0.0967559814453125,1233,0.0001270771026611328,1193
c1,10.215.173.1-13.107.3.128,0.008028984069824219,219,0.00010800361633300781,179
c1,10.215.173.1-52.113.199.175,0.002349853515625,133,0.00011181831359863281,93
c1,52.113.199.175-10.215.173.1,0.014847040176391602,266,0.00011539459228515625,226
c1,10.215.173.1-52.113.199.175,0.00061798095703125,1500,0.0001227855682373047,1460
c1,10.215.173.1-52.113.199.175,0.00034117698669433594,1011,0.00012350082397460938,971
c1,13.107.3.128-10.215.173.1,0.03232002258300781,1500,0.00012350082397460938,1460
c1,13.107.3.128-10.215.173.1,0.004480838775634766,565,0.00014495849609375,525
c1,10.215.173.1-13.107.3.128,0.008479118347167969,133,0.00011420249938964844,93
c1,10.215.173.1-13.107.3.128,0.0004398822784423828,93,0.00010800361633300781,53
c1,10.215.173.1-13.107.3.128,0.00020694732666015625,126,0.00010943412780761719,86
c1,13.107.3.128-10.215.173.1,0.0018529891967773438,266,0.00011348724365234375,226
c1,10.215.173.1-13.107.3.128,0.00042819976806640625,834,0.0001201629638671875,794
c1,13.107.3.128-10.215.173.1,0.0010039806365966797,120,0.00011801719665527344,80
c1,10.215.173.1-13.107.3.128,0.0012619495391845703,78,0.00010704994201660156,38
c1,13.107.3.128-10.215.173.1,0.0007939338684082031,78,0.00010347366333007812,38
c1,52.113.199.175-10.215.173.1,0.007555961608886719,1266,0.00012731552124023438,1226
c1,13.107.3.128-10.215.173.1,0.09816908836364746,489,0.00011563301086425781,449
c1,13.107.3.128-10.215.173.1,0.00457310676574707,1500,0.00011944770812988281,1460
c1,13.107.3.128-10.215.173.1,0.00037980079650878906,672,0.00013113021850585938,632
c1,10.215.173.1-68.232.34.200,0.0038251876831054688,71,0.00011277198791503906,31
c1,10.215.173.1-52.113.199.175,0.7780709266662598,1021,0.00013184547424316406,981
c1,52.113.199.175-10.215.173.1,0.06520700454711914,335,0.0001163482666015625,295
c1,10.215.173.1-13.83.65.43,0.07925796508789062,1500,0.0001227855682373047,1460
c1,10.215.173.1-13.83.65.43,0.0003159046173095703,1379,0.0001285076141357422,1339
c1,10.215.173.1-20.189.173.1,0.15917015075683594,337,0.00011396408081054688,297
c1,13.83.65.43-10.215.173.1,0.04857802391052246,380,0.00010895729064941406,340
c1,13.83.65.43-10.215.173.1,0.0005788803100585938,533,0.00011682510375976562,493
c1,13.83.65.43-10.215.173.1,0.14291000366210938,566,0.00012183189392089844,526
c1,10.215.173.1-13.83.65.43,0.01779794692993164,1500,0.00011849403381347656,1460
c1,10.215.173.1-13.83.65.43,0.0005431175231933594,1138,0.0001304149627685547,1098
c1,20.189.173.1-10.215.173.1,0.36430788040161133,1500,0.0001232624053955078,1460
c1,20.189.173.1-10.215.173.1,0.011959075927734375,293,0.00011491775512695312,253
c1,10.215.173.1-20.189.173.1,0.0025429725646972656,120,0.00010704994201660156,80
c1,10.215.173.1-20.189.173.1,0.003674030303955078,534,0.00015854835510253906,494
c1,20.189.173.1-10.215.173.1,0.0005550384521484375,518,0.0001232624053955078,478
c1,10.215.173.1-20.189.173.1,0.0025720596313476562,1500,0.0001251697540283203,1460
c1,10.215.173.1-20.189.173.1,0.00035500526428222656,1050,0.00011897087097167969,1010
c1,20.189.173.1-10.215.173.1,0.003075838088989258,87,0.00011134147644042969,47
c1,20.189.173.1-10.215.173.1,0.19672203063964844,460,0.00015115737915039062,420
c1,10.215.173.1-13.83.65.43,3.3923699855804443,1500,0.0001232624053955078,1460
c1,10.215.173.1-13.83.65.43,0.0008859634399414062,1299,0.0001232624053955078,1259
c1,13.83.65.43-10.215.173.1,0.21250200271606445,566,0.00011897087097167969,526
c1,10.215.173.1-13.83.65.43,2.0391721725463867,1500,0.0001232624053955078,1460
c1,10.215.173.1-13.83.65.43,0.0008590221405029297,1380,0.00013065338134765625,1340
c1,13.83.65.43-10.215.173.1,0.21979284286499023,380,0.00011086463928222656,340
c1,13.83.65.43-10.215.173.1,0.00019502639770507812,535,0.00012063980102539062,495
c1,13.83.65.43-10.215.173.1,0.12982606887817383,566,0.00011157989501953125,526
c1,10.215.173.1-204.79.197.200,0.01868891716003418,71,0.00011157989501953125,31
c1,10.215.173.1-13.83.65.43,0.8141641616821289,1500,0.0001232624053955078,1460
c1,10.215.173.1-13.83.65.43,0.0002319812774658203,1138,0.00012969970703125,1098
c1,10.215.173.1-20.189.173.7,0.20044898986816406,236,0.00011444091796875,196
c1,20.189.173.7-10.215.173.1,0.4048027992248535,1500,0.00012302398681640625,1460
c1,20.189.173.7-10.215.173.1,0.0009310245513916016,138,0.00010561943054199219,98
c1,10.215.173.1-20.189.173.7,0.009413003921508789,133,0.00011610984802246094,93
c1,20.189.173.7-10.215.173.1,0.0035521984100341797,266,0.0001087188720703125,226
c1,10.215.173.1-20.189.173.7,0.001302957534790039,816,0.0001304149627685547,776
c1,10.215.173.1-20.189.173.7,0.0004639625549316406,1500,0.00013208389282226562,1460
c1,10.215.173.1-20.189.173.7,0.0011930465698242188,961,0.00012063980102539062,921
c1,10.215.173.1-20.189.173.7,0.00018596649169921875,1500,0.00012254714965820312,1460
c1,10.215.173.1-20.189.173.7,0.0006928443908691406,1500,0.0001304149627685547,1460
c1,10.215.173.1-20.189.173.7,0.0005350112915039062,326,0.00010967254638671875,286
c1,20.189.173.7-10.215.173.1,0.5170860290527344,467,0.00011515617370605469,427
c1,10.215.173.1-13.83.65.43,0.33444714546203613,1500,0.00012159347534179688,1460
c1,10.215.173.1-13.83.65.43,0.0009398460388183594,1299,0.00012636184692382812,1259
c1,13.83.65.43-10.215.173.1,0.20827603340148926,566,0.00012302398681640625,526
c1,10.215.173.1-13.83.65.43,0.08031296730041504,1500,0.00013017654418945312,1460
c1,10.215.173.1-13.83.65.43,0.00027108192443847656,1272,0.00012087821960449219,1232
c1,13.83.65.43-10.215.173.1,0.3087480068206787,1077,0.0001239776611328125,1037
c1,10.215.173.1-13.83.65.43,0.004072904586791992,557,0.00011515617370605469,517
c1,13.83.65.43-10.215.173.1,0.003993988037109375,307,0.0001437664031982422,267
c1,10.215.173.1-40.114.211.99,0.00681304931640625,71,0.00011515617370605469,31
c1,13.83.65.43-10.215.173.1,0.37654900550842285,1416,0.00011897087097167969,1376
c1,10.215.173.1-13.83.65.43,0.010400056838989258,133,0.00010919570922851562,93
c1,13.83.65.43-10.215.173.1,0.003573894500732422,266,0.00011563301086425781,226
c1,10.215.173.1-13.83.65.43,0.0014040470123291016,1500,0.00012636184692382812,1460
c1,10.215.173.1-13.83.65.43,0.00028514862060546875,1272,0.00012612342834472656,1232
c1,10.215.173.1-13.83.65.43,0.23464584350585938,1500,0.00012063980102539062,1460
c1,10.215.173.1-13.83.65.43,0.00029206275939941406,1138,0.00012445449829101562,1098
c1,13.83.65.43-10.215.173.1,0.02976393699645996,307,0.00011992454528808594,267
c1,10.215.173.1-13.83.65.43,0.11371707916259766,1500,0.00012302398681640625,1460
c1,10.215.173.1-13.83.65.43,0.0003609657287597656,1377,0.00012922286987304688,1337
c1,13.83.65.43-10.215.173.1,0.05579996109008789,1062,0.00011944770812988281,1022
c1,10.215.173.1-13.83.65.43,0.28553104400634766,1500,0.00011968612670898438,1460
c1,10.215.173.1-13.83.65.43,0.0018489360809326172,1138,0.0001270771026611328,1098
c1,13.83.65.43-10.215.173.1,0.013028144836425781,566,0.00011801719665527344,526
c1,13.83.65.43-10.215.173.1,0.18603992462158203,380,0.00011539459228515625,340
c1,13.83.65.43-10.215.173.1,0.0014939308166503906,534,0.00012135505676269531,494
c1,10.215.173.1-52.113.199.175,0.0012221336364746094,71,0.00011420249938964844,31
c1,10.215.173.1-13.83.65.43,0.050096988677978516,1500,0.00012111663818359375,1460
c1,10.215.173.1-13.83.65.43,0.00037598609924316406,1138,0.00011849403381347656,1098
c1,10.215.173.1-13.83.65.43,1.7350518703460693,1500,0.0001220703125,1460
c1,10.215.173.1-13.83.65.43,0.0008270740509033203,1272,0.00013399124145507812,1232
c1,13.83.65.43-10.215.173.1,0.31967711448669434,1062,0.00012803077697753906,1022
c1,13.83.65.43-10.215.173.1,0.0014510154724121094,307,0.00010895729064941406,267
c1,10.215.173.1-13.83.65.43,0.5789837837219238,1500,0.00013136863708496094,1460
c1,10.215.173.1-13.83.65.43,0.001171112060546875,1138,0.00011873245239257812,1098
c1,10.215.173.1-20.189.173.7,3.611121892929077,1500,0.00012946128845214844,1460
c1,10.215.173.1-20.189.173.7,0.0026700496673583984,205,0.00012111663818359375,165
c1,20.189.173.7-10.215.173.1,0.20876407623291016,485,0.0001251697540283203,445
c1,10.215.173.1-20.189.173.7,0.0031549930572509766,71,0.00010943412780761719,31
c1,10.215.173.1-13.83.65.43,0.015938997268676758,1500,0.0001232624053955078,1460
c1,10.215.173.1-13.83.65.43,0.00034689903259277344,1299,0.00015664100646972656,1259
c1,13.83.65.43-10.215.173.1,0.20525598526000977,566,0.00012350082397460938,526
c1,10.215.173.1-13.83.65.43,0.9477729797363281,1500,0.00011920928955078125,1460
c1,10.215.173.1-13.83.65.43,0.0008671283721923828,1377,0.00013208389282226562,1337
c1,13.83.65.43-10.215.173.1,0.2110919952392578,380,0.00017309188842773438,340
c1,13.83.65.43-10.215.173.1,0.0011479854583740234,534,0.0001518726348876953,494
c1,10.215.173.1-13.83.65.43,0.1283891201019287,1500,0.0001671314239501953,1460
c1,10.215.173.1-13.83.65.43,0.0008919239044189453,1138,0.0001614093780517578,1098
c1,13.83.65.43-10.215.173.1,0.00398707389831543,565,0.00014209747314453125,525
c1,10.215.173.1-13.83.65.43,1.1921319961547852,1500,0.00012969970703125,1460
c1,10.215.173.1-13.83.65.43,0.0008089542388916016,1299,0.00012493133544921875,1259
c1,13.83.65.43-10.215.173.1,0.23418283462524414,566,0.00011420249938964844,526
c1,10.215.173.1-13.83.65.43,0.15628910064697266,1500,0.00012564659118652344,1460
c1,10.215.173.1-13.83.65.43,0.0008749961853027344,1272,0.00017189979553222656,1232
c1,13.83.65.43-10.215.173.1,0.4097940921783447,307,0.0001220703125,267
c1,13.83.65.43-10.215.173.1,0.0008668899536132812,1061,0.0001251697540283203,1021
c1,10.215.173.1-13.83.65.43,0.41176509857177734,1500,0.0001270771026611328,1460
c1,10.215.173.1-13.83.65.43,0.0007839202880859375,1138,0.00012302398681640625,1098
c1,10.215.173.1-13.83.65.43,0.16286301612854004,1500,0.00012111663818359375,1460
c1,10.215.173.1-13.83.65.43,0.0009300708770751953,1377,0.00012183189392089844,1337
c1,13.83.65.43-10.215.173.1,0.36714982986450195,566,0.00011587142944335938,526
c1,13.83.65.43-10.215.173.1,0.06644320487976074,379,0.0001201629638671875,339
c1,13.83.65.43-10.215.173.1,0.000209808349609375,536,0.00011420249938964844,496
c1,10.215.173.1-13.83.65.43,0.06476998329162598,1500,0.000133514404296875,1460
c1,10.215.173.1-13.83.65.43,0.00037598609924316406,1138,0.00012159347534179688,1098
c1,10.215.173.1-13.83.65.43,1.9719181060791016,1500,0.00011873245239257812,1460
c1,10.215.173.1-13.83.65.43,0.0008370876312255859,1273,0.00012636184692382812,1233
c1,13.83.65.43-10.215.173.1,0.27515697479248047,307,0.0001163482666015625,267
c1,13.83.65.43-10.215.173.1,0.003367900848388672,380,0.00010991096496582031,340
c1,13.83.65.43-10.215.173.1,0.00018215179443359375,722,0.0001251697540283203,682
c1,10.215.173.1-13.83.65.43,0.39649486541748047,1500,0.0001227855682373047,1460
c1,10.215.173.1-13.83.65.43,0.0007269382476806641,1138,0.00012612342834472656,1098
c1,10.215.173.1-13.107.3.128,1.9032540321350098,86,0.00014734268188476562,46
c1,10.215.173.1-13.107.3.128,0.0023310184478759766,71,0.00011134147644042969,31
c1,10.215.173.1-13.83.65.43,0.00028514862060546875,71,0.00010824203491210938,31
c1,10.215.173.1-13.83.65.43,1.1867728233337402,71,0.00010514259338378906,31
c1,10.215.173.1-13.83.65.43,0.0003361701965332031,71,0.00011301040649414062,31
c1,10.215.173.1-51.140.202.63,14.829155921936035,602,0.00012183189392089844,562
c1,51.140.202.63-10.215.173.1,0.11794900894165039,1435,0.00012826919555664062,1395
c1,10.215.173.1-51.140.202.63,0.007969856262207031,120,0.00011777877807617188,80
c1,10.215.173.1-51.140.202.63,0.0008330345153808594,1413,0.00012373924255371094,1373
